REPORT DATE,Regione,Ricoverati con sintomi,Terapia intensiva,Totale attualmente positivi,DECEDUTI,Isolamento domiciliare,CASI TOTALI - A,Totale tamponi effettuati,SCHEMA VERSION,D - CASI TOTALI - A,D - DECEDUTI
2020-08-08,Molise,1,0,35,23,34,479,29006.0,v1,0.0,0.0
2020-08-08,Puglia,27,0,178,554,151,4705,254939.0,v1,9.0,1.0
2020-08-08,Abruzzo,24,1,197,472,172,3486,134980.0,v1,12.0,0.0
2020-08-08,Umbria,8,0,42,80,34,1498,127488.0,v1,10.0,0.0
2020-08-08,PA Bolzano,8,0,123,292,115,2766,112928.0,v1,5.0,0.0
2020-08-08,Campania,32,2,372,438,338,5055,347947.0,v1,5.0,0.0
2020-08-08,Basilicata,2,0,75,28,73,476,49119.0,v1,1.0,0.0
2020-08-08,PA Trento,5,0,79,405,74,4993,161775.0,v1,1.0,0.0
2020-08-08,Piemonte,87,3,790,4136,700,31830,519034.0,v1,31.0,0.0
2020-08-08,Liguria,20,1,214,1569,193,10276,199248.0,v1,4.0,1.0
2020-08-08,Lazio,189,8,1017,866,820,8784,437898.0,v1,20.0,1.0
2020-08-08,Toscana,14,1,457,1137,442,10583,447250.0,v1,23.0,0.0
2020-08-08,Marche,14,0,156,987,142,6938,175022.0,v1,3.0,0.0
2020-08-08,Emilia-Romagna,81,4,1712,4294,1627,30052,722280.0,v1,44.0,2.0
2020-08-08,Veneto,29,6,1228,2083,1193,20598,1309917.0,v1,63.0,5.0
2020-08-09,PA Bolzano,8,0,128,292,120,2773,114137.0,v1,7.0,0.0
2020-08-09,Friuli Venezia Giulia,11,3,166,346,152,3449,269138.0,v1,7.0,0.0
2020-08-09,Sardegna,6,0,60,134,54,1439,113066.0,v1,6.0,0.0
2020-08-09,Umbria,8,0,49,80,41,1505,128008.0,v1,7.0,0.0
2020-08-09,Campania,29,2,388,438,357,5077,349622.0,v1,22.0,0.0
2020-08-09,Lombardia,155,9,5588,16833,5424,96853,1365366.0,v1,71.0,1.0
2020-08-09,Sicilia,39,5,420,284,376,3453,295660.0,v1,29.0,0.0
2020-08-09,Abruzzo,23,1,213,472,189,3502,136214.0,v1,16.0,0.0
2020-08-09,Puglia,31,0,187,554,156,4714,256307.0,v1,9.0,0.0
2020-08-09,Calabria,9,1,100,97,90,1287,127863.0,v1,0.0,0.0
2020-08-09,Toscana,14,1,510,1137,495,10644,450034.0,v1,61.0,0.0
2020-08-09,Molise,1,0,35,23,34,479,29085.0,v1,0.0,0.0
2020-08-09,Emilia-Romagna,81,4,1760,4295,1675,30121,727693.0,v1,69.0,1.0
2020-08-09,Veneto,28,6,1240,2083,1206,20656,1314277.0,v1,58.0,0.0
2020-08-09,Piemonte,85,3,822,4136,734,31868,521071.0,v1,38.0,0.0
2020-08-09,Lazio,189,8,1046,866,849,8822,440510.0,v1,38.0,0.0
2020-08-09,Liguria,20,2,216,1569,194,10283,201270.0,v1,7.0,0.0
2020-08-09,Marche,13,0,168,987,155,6954,176282.0,v1,16.0,0.0
2020-08-09,Valle d'Aosta,5,0,14,146,9,1216,22438.0,v1,0.0,0.0
2020-08-09,PA Trento,6,0,78,405,72,4995,162684.0,v1,2.0,0.0
2020-08-09,Basilicata,2,0,75,28,73,476,49119.0,v1,0.0,0.0
2020-08-10,Sicilia,45,6,450,284,399,3485,296533.0,v1,32.0,0.0
2020-08-10,Calabria,8,1,101,97,92,1289,128190.0,v1,2.0,0.0
2020-08-10,Molise,1,0,33,23,32,479,29162.0,v1,0.0,0.0
2020-08-10,Abruzzo,24,1,219,472,194,3509,136365.0,v1,7.0,0.0
2020-08-10,Lombardia,150,9,5547,16833,5388,96884,1374709.0,v1,31.0,0.0
2020-08-10,Friuli Venezia Giulia,10,3,164,347,151,3449,269791.0,v1,0.0,1.0
2020-08-10,Valle d'Aosta,5,0,15,146,10,1217,22524.0,v1,1.0,0.0
2020-08-10,Umbria,8,0,54,80,46,1510,128298.0,v1,5.0,0.0
2020-08-10,Sardegna,6,0,62,134,56,1441,113405.0,v1,2.0,0.0
2020-08-10,Lazio,195,8,1081,867,878,8860,442833.0,v1,38.0,1.0
2020-08-10,PA Bolzano,8,0,128,292,120,2774,114630.0,v1,1.0,0.0
2020-08-10,Marche,11,0,165,987,154,6956,176830.0,v1,2.0,0.0
2020-08-10,Puglia,36,1,213,554,176,4740,256997.0,v1,26.0,0.0
2020-08-10,Campania,34,1,398,439,363,5091,350363.0,v1,14.0,1.0
2020-08-10,PA Trento,7,0,79,405,72,4996,162989.0,v1,1.0,0.0
2020-08-10,Piemonte,87,3,809,4136,719,31888,522100.0,v1,20.0,0.0
2020-08-10,Basilicata,0,0,72,28,72,476,49392.0,v1,0.0,0.0
2020-08-10,Veneto,29,6,1257,2083,1222,20676,1315887.0,v1,20.0,0.0
2020-08-10,Toscana,16,1,518,1137,501,10652,451421.0,v1,8.0,0.0
2020-08-10,Liguria,20,2,212,1569,190,10293,202008.0,v1,10.0,0.0
2020-08-10,Emilia-Romagna,79,4,1791,4296,1708,30160,731849.0,v1,39.0,1.0
2020-08-11,Veneto,33,6,1300,2085,1261,20741,1322808.0,v1,65.0,2.0
2020-08-11,Calabria,8,1,112,97,103,1300,129136.0,v1,11.0,0.0
2020-08-11,Sardegna,6,0,82,134,76,1461,114271.0,v1,20.0,0.0
2020-08-11,Umbria,9,0,52,80,43,1511,129301.0,v1,1.0,0.0
2020-08-11,Sicilia,44,6,538,284,488,3574,299393.0,v1,89.0,0.0
2020-08-11,Friuli Venezia Giulia,8,3,156,348,145,3452,272158.0,v1,3.0,1.0
2020-08-11,Abruzzo,23,1,219,472,195,3512,136795.0,v1,3.0,0.0
2020-08-11,Valle d'Aosta,5,0,15,146,10,1217,22631.0,v1,0.0,0.0
2020-08-11,Lombardia,160,10,5514,16833,5344,96952,1379246.0,v1,68.0,0.0
2020-08-11,Campania,44,2,402,440,356,5114,351505.0,v1,23.0,1.0
2020-08-11,Puglia,38,1,229,554,190,4760,258978.0,v1,20.0,0.0
2020-08-11,Toscana,18,1,535,1137,516,10674,454393.0,v1,22.0,0.0
2020-08-11,PA Bolzano,6,0,128,292,122,2775,115114.0,v1,1.0,0.0
2020-08-11,Marche,11,0,162,987,151,6960,177759.0,v1,4.0,0.0
2020-08-11,Molise,1,0,33,23,32,479,29271.0,v1,0.0,0.0
2020-08-11,Lazio,203,9,1101,867,889,8883,444980.0,v1,23.0,0.0
2020-08-11,Liguria,18,2,223,1569,203,10304,203325.0,v1,11.0,0.0
2020-08-11,PA Trento,5,0,75,405,70,4998,163615.0,v1,2.0,0.0
2020-08-11,Piemonte,85,3,822,4136,734,31914,524849.0,v1,26.0,0.0
2020-08-11,Emilia-Romagna,76,4,1790,4298,1710,30179,737749.0,v1,19.0,2.0
2020-08-11,Basilicata,0,0,73,28,73,477,49641.0,v1,1.0,0.0
2020-08-12,Sardegna,6,0,83,134,77,1462,115018.0,v1,1.0,0.0
2020-08-12,Umbria,9,0,57,80,48,1517,130245.0,v1,6.0,0.0
2020-08-12,Friuli Venezia Giulia,7,3,164,348,154,3461,274643.0,v1,9.0,0.0
2020-08-12,Abruzzo,23,1,221,472,197,3516,137776.0,v1,4.0,0.0
2020-08-12,Calabria,8,1,110,97,101,1304,130228.0,v1,4.0,0.0
2020-08-12,Molise,0,0,29,23,29,479,29443.0,v1,0.0,0.0
2020-08-12,PA Bolzano,6,0,130,292,124,2779,116822.0,v1,4.0,0.0
2020-08-12,Basilicata,0,0,72,28,72,477,49919.0,v1,0.0,0.0
2020-08-12,Lazio,190,9,1121,868,922,8920,447675.0,v1,37.0,1.0
2020-08-12,Sicilia,43,6,562,284,513,3603,301641.0,v1,29.0,0.0
2020-08-12,PA Trento,2,1,68,405,65,4998,165002.0,v1,0.0,0.0
2020-08-12,Veneto,33,6,1333,2092,1294,20801,1332649.0,v1,60.0,7.0
2020-08-12,Puglia,43,2,262,554,217,4793,261101.0,v1,33.0,0.0
2020-08-12,Piemonte,76,3,855,4138,776,31956,527588.0,v1,42.0,2.0
2020-08-12,Emilia-Romagna,78,4,1807,4298,1725,30220,745489.0,v1,41.0,0.0
2020-08-12,Valle d'Aosta,5,0,15,146,10,1217,22839.0,v1,0.0,0.0
2020-08-12,Toscana,15,3,563,1137,545,10707,457566.0,v1,33.0,0.0
2020-08-12,Liguria,17,2,227,1569,208,10330,205100.0,v1,26.0,0.0
2020-08-12,Marche,10,0,167,987,157,6976,178788.0,v1,16.0,0.0
2020-08-12,Campania,43,2,424,440,379,5143,352838.0,v1,29.0,0.0
2020-08-12,Lombardia,165,10,5521,16833,5346,97054,1387206.0,v1,102.0,0.0
2020-08-13,Calabria,8,1,119,97,110,1316,131392.0,v1,12.0,0.0
2020-08-13,Molise,0,0,35,23,35,485,29599.0,v1,6.0,0.0
2020-08-13,Sicilia,42,6,604,284,556,3645,303687.0,v1,42.0,0.0
2020-08-13,PA Bolzano,7,1,122,292,114,2781,118412.0,v1,2.0,0.0
2020-08-13,Campania,38,2,447,440,407,5170,354546.0,v1,27.0,0.0
2020-08-13,Valle d'Aosta,3,0,14,146,11,1217,22938.0,v1,0.0,0.0
2020-08-13,Umbria,10,0,62,80,52,1524,131041.0,v1,7.0,0.0
2020-08-13,Sardegna,8,0,98,134,90,1479,116177.0,v1,17.0,0.0
2020-08-13,Friuli Venezia Giulia,7,3,176,348,166,3476,277160.0,v1,15.0,0.0
2020-08-13,Puglia,46,2,276,554,228,4809,262847.0,v1,16.0,0.0
2020-08-13,Abruzzo,24,1,234,472,209,3532,138681.0,v1,16.0,0.0
2020-08-13,Marche,8,0,169,987,161,6987,180090.0,v1,11.0,0.0
2020-08-13,Lazio,195,9,1127,869,923,8956,449886.0,v1,36.0,1.0
2020-08-13,Veneto,30,6,1385,2094,1349,20885,1342714.0,v1,84.0,2.0
2020-08-13,Basilicata,0,0,73,28,73,478,50248.0,v1,1.0,0.0
2020-08-13,PA Trento,1,1,63,405,61,5000,166427.0,v1,2.0,0.0
2020-08-13,Lombardia,170,11,5539,16835,5358,97128,1394380.0,v1,74.0,2.0
2020-08-13,Emilia-Romagna,79,4,1827,4298,1744,30257,752657.0,v1,37.0,0.0
2020-08-13,Toscana,13,3,590,1137,574,10735,460694.0,v1,28.0,0.0
2020-08-13,Liguria,20,2,257,1569,235,10393,206804.0,v1,63.0,0.0
2020-08-13,Piemonte,77,3,864,4139,784,31982,530384.0,v1,26.0,1.0
2020-08-14,Molise,0,0,35,23,35,485,29678.0,v1,0.0,0.0
2020-08-14,Sicilia,46,6,631,284,579,3681,305906.0,v1,36.0,0.0
2020-08-14,PA Bolzano,7,1,123,292,115,2784,119431.0,v1,3.0,0.0
2020-08-14,Puglia,45,1,286,554,240,4821,264548.0,v1,12.0,0.0
2020-08-14,Valle d'Aosta,3,0,13,146,10,1217,23056.0,v1,0.0,0.0
2020-08-14,Sardegna,8,0,103,134,95,1484,116750.0,v1,5.0,0.0
2020-08-14,Calabria,7,1,133,97,125,1335,132577.0,v1,19.0,0.0
2020-08-14,Lombardia,153,12,5377,16836,5212,97225,1401844.0,v1,97.0,1.0
2020-08-14,Abruzzo,23,1,242,472,218,3545,139426.0,v1,13.0,0.0
2020-08-14,Umbria,10,0,68,80,58,1532,131894.0,v1,8.0,0.0
2020-08-14,Friuli Venezia Giulia,3,3,183,348,177,3484,279382.0,v1,8.0,0.0
2020-08-14,Liguria,17,3,272,1569,252,10413,208310.0,v1,20.0,0.0
2020-08-14,Marche,10,1,190,987,179,7019,181370.0,v1,32.0,0.0
2020-08-14,Campania,47,1,487,440,439,5214,356781.0,v1,44.0,0.0
2020-08-14,Basilicata,0,0,64,28,64,482,50626.0,v1,4.0,0.0
2020-08-14,PA Trento,2,1,63,405,60,5003,167848.0,v1,3.0,0.0
2020-08-14,Piemonte,77,3,874,4139,794,31997,531625.0,v1,15.0,0.0
2020-08-14,Lazio,192,9,1165,870,964,9001,452336.0,v1,45.0,1.0
2020-08-14,Veneto,33,6,1470,2095,1431,21012,1351358.0,v1,127.0,1.0
2020-08-14,Toscana,12,3,604,1137,589,10761,463708.0,v1,26.0,0.0
2020-08-14,Emilia-Romagna,76,4,1866,4298,1786,30314,759033.0,v1,57.0,0.0
2020-08-15,Puglia,46,1,308,554,261,4843,266293.0,v1,22.0,0.0
2020-08-15,Valle d'Aosta,2,0,11,146,9,1217,23166.0,v1,0.0,0.0
2020-08-15,Molise,0,0,35,23,35,487,29899.0,v1,2.0,0.0
2020-08-15,Calabria,8,1,143,97,134,1345,134064.0,v1,10.0,0.0
2020-08-15,Sardegna,8,0,101,134,93,1489,117404.0,v1,5.0,0.0
2020-08-15,Umbria,9,1,80,80,70,1545,132814.0,v1,13.0,0.0
2020-08-15,PA Bolzano,7,1,126,292,118,2793,120894.0,v1,9.0,0.0
2020-08-15,Friuli Venezia Giulia,2,3,189,348,184,3499,282722.0,v1,15.0,0.0
2020-08-15,Abruzzo,25,1,252,472,226,3558,140692.0,v1,13.0,0.0
2020-08-15,Sicilia,47,5,677,284,625,3727,307936.0,v1,46.0,0.0
2020-08-15,Liguria,17,3,273,1569,253,10446,210231.0,v1,33.0,0.0
2020-08-15,Lazio,193,9,1218,870,1016,9059,454938.0,v1,58.0,0.0
2020-08-15,Marche,13,1,194,987,180,7030,182505.0,v1,11.0,0.0
2020-08-15,Emilia-Romagna,75,4,1754,4453,1675,30385,765122.0,v1,71.0,155.0
2020-08-15,Campania,34,1,489,440,454,5232,358504.0,v1,18.0,0.0
2020-08-15,Veneto,38,4,1560,2096,1518,21132,1363130.0,v1,120.0,1.0
2020-08-15,Toscana,9,4,633,1138,620,10799,467475.0,v1,38.0,1.0
2020-08-15,Piemonte,81,3,880,4139,796,32044,533845.0,v1,47.0,0.0
2020-08-15,PA Trento,1,1,60,405,58,5003,169248.0,v1,0.0,0.0
2020-08-15,Basilicata,0,0,66,28,66,486,50856.0,v1,4.0,0.0
2020-08-15,Lombardia,149,12,5357,16837,5196,97319,1408872.0,v1,94.0,1.0
2020-08-16,Marche,12,1,194,987,181,7035,183363.0,v1,5.0,0.0
2020-08-16,Lombardia,147,13,5377,16840,5217,97380,1413754.0,v1,61.0,3.0
2020-08-16,Liguria,19,3,285,1569,263,10458,211264.0,v1,12.0,0.0
2020-08-16,Umbria,10,1,83,80,72,1548,133020.0,v1,3.0,0.0
2020-08-16,Puglia,47,1,323,554,275,4858,267374.0,v1,15.0,0.0
2020-08-16,Sicilia,51,5,712,285,656,3766,308979.0,v1,39.0,1.0
2020-08-16,Friuli Venezia Giulia,3,3,196,348,190,3507,283774.0,v1,8.0,0.0
2020-08-16,PA Bolzano,7,1,129,292,121,2802,121956.0,v1,9.0,0.0
2020-08-16,Valle d'Aosta,2,0,9,146,7,1217,23221.0,v1,0.0,0.0
2020-08-16,Sardegna,8,0,105,134,97,1493,117744.0,v1,4.0,0.0
2020-08-16,Calabria,9,1,146,97,136,1348,135740.0,v1,3.0,0.0
2020-08-16,Campania,43,1,533,440,489,5278,361893.0,v1,46.0,0.0
2020-08-16,Emilia-Romagna,74,4,1805,4453,1727,30436,768939.0,v1,51.0,0.0
2020-08-16,Lazio,204,9,1284,870,1071,9127,457954.0,v1,68.0,0.0
2020-08-16,PA Trento,1,1,59,405,57,5003,169701.0,v1,0.0,0.0
2020-08-16,Toscana,10,4,667,1138,653,10833,469408.0,v1,34.0,0.0
2020-08-16,Abruzzo,25,1,254,472,228,3560,140925.0,v1,2.0,0.0
2020-08-16,Veneto,35,4,1607,2096,1568,21210,1371827.0,v1,78.0,0.0
2020-08-16,Molise,0,0,35,23,35,487,29958.0,v1,0.0,0.0
2020-08-16,Piemonte,80,3,865,4139,782,32084,535766.0,v1,40.0,0.0
2020-08-16,Basilicata,0,0,65,28,65,485,50857.0,v1,-1.0,0.0
2020-08-17,Sicilia,54,6,718,286,658,3780,310605.0,v1,14.0,1.0
2020-08-17,PA Bolzano,8,1,127,292,118,2804,122522.0,v1,2.0,0.0
2020-08-17,Friuli Venezia Giulia,6,3,201,348,192,3512,284959.0,v1,5.0,0.0
2020-08-17,Abruzzo,27,1,255,472,227,3565,141205.0,v1,5.0,0.0
2020-08-17,Lombardia,147,14,5335,16840,5174,97423,1417928.0,v1,43.0,0.0
2020-08-17,Valle d'Aosta,1,0,8,146,7,1218,23366.0,v1,1.0,0.0
2020-08-17,Molise,0,0,35,23,35,487,30031.0,v1,0.0,0.0
2020-08-17,Sardegna,9,0,110,134,101,1500,118084.0,v1,7.0,0.0
2020-08-17,Piemonte,75,2,874,4140,797,32100,537147.0,v1,16.0,1.0
2020-08-17,Campania,47,1,567,440,519,5312,363297.0,v1,34.0,0.0
2020-08-17,Umbria,10,1,85,80,74,1549,133375.0,v1,1.0,0.0
2020-08-17,PA Trento,1,1,59,405,57,5004,169839.0,v1,1.0,0.0
2020-08-17,Calabria,8,1,149,97,140,1352,136604.0,v1,4.0,0.0
2020-08-17,Puglia,49,2,325,555,274,4862,268294.0,v1,4.0,1.0
2020-08-17,Veneto,37,4,1634,2096,1593,21256,1380393.0,v1,46.0,0.0
2020-08-17,Marche,12,1,195,987,182,7043,184009.0,v1,8.0,0.0
2020-08-17,Basilicata,0,0,65,28,65,485,51009.0,v1,0.0,0.0
2020-08-17,Toscana,11,4,687,1139,672,10854,471051.0,v1,21.0,1.0
2020-08-17,Liguria,22,3,295,1569,270,10474,212088.0,v1,16.0,0.0
2020-08-17,Emilia-Romagna,74,4,1814,4453,1736,30477,772052.0,v1,41.0,0.0
2020-08-17,Lazio,212,9,1329,870,1108,9178,460225.0,v1,51.0,0.0
2020-08-18,Veneto,42,6,1688,2098,1640,21316,1389155.0,v1,60.0,2.0
2020-08-18,Valle d'Aosta,1,0,8,146,7,1218,23451.0,v1,0.0,0.0
2020-08-18,Abruzzo,27,1,258,472,230,3570,141741.0,v1,5.0,0.0
2020-08-18,Sardegna,9,0,122,134,113,1512,119093.0,v1,12.0,0.0
2020-08-18,Lombardia,150,14,5314,16840,5150,97473,1423476.0,v1,50.0,0.0
2020-08-18,Sicilia,54,6,722,286,662,3793,313011.0,v1,13.0,0.0
2020-08-18,Puglia,53,3,340,555,284,4882,270938.0,v1,20.0,0.0
2020-08-18,Calabria,10,1,154,97,143,1357,138078.0,v1,5.0,0.0
2020-08-18,Umbria,9,1,93,80,83,1559,135130.0,v1,10.0,0.0
2020-08-18,PA Bolzano,8,1,127,292,118,2804,123161.0,v1,0.0,0.0
2020-08-18,Molise,0,0,44,23,44,496,30210.0,v1,9.0,0.0
2020-08-18,Friuli Venezia Giulia,5,3,204,348,196,3522,288238.0,v1,10.0,0.0
2020-08-18,Marche,13,1,205,987,191,7058,185136.0,v1,15.0,0.0
2020-08-18,Basilicata,0,0,70,28,70,491,51388.0,v1,6.0,0.0
2020-08-18,PA Trento,2,1,59,405,56,5006,170637.0,v1,2.0,0.0
2020-08-18,Liguria,25,1,322,1569,296,10501,213677.0,v1,27.0,0.0
2020-08-18,Emilia-Romagna,72,4,1789,4454,1713,30498,780697.0,v1,21.0,1.0
2020-08-18,Toscana,16,4,718,1139,698,10885,474476.0,v1,31.0,0.0
2020-08-18,Lazio,218,6,1359,871,1135,9221,463468.0,v1,43.0,1.0
2020-08-18,Campania,49,2,596,440,545,5347,366453.0,v1,35.0,0.0
2020-08-18,Piemonte,80,3,897,4141,814,32127,540445.0,v1,27.0,1.0
2020-08-19,Friuli Venezia Giulia,7,3,210,348,200,3533,292632.0,v1,11.0,0.0
2020-08-19,PA Bolzano,8,1,122,292,113,2811,124586.0,v1,7.0,0.0
2020-08-19,Sicilia,53,8,766,286,705,3838,315870.0,v1,45.0,0.0
2020-08-19,Sardegna,11,0,154,134,143,1549,120218.0,v1,37.0,0.0
2020-08-19,Abruzzo,25,2,265,472,238,3577,143041.0,v1,7.0,0.0
2020-08-19,Valle d'Aosta,1,0,10,146,9,1220,23634.0,v1,2.0,0.0
2020-08-19,Puglia,52,3,370,555,315,4915,273632.0,v1,33.0,0.0
2020-08-19,Umbria,9,2,95,80,84,1563,136524.0,v1,4.0,0.0
2020-08-19,Calabria,10,1,150,97,139,1367,139594.0,v1,10.0,0.0
2020-08-19,Lombardia,151,14,5322,16844,5157,97564,1432476.0,v1,91.0,4.0
2020-08-19,Marche,13,1,207,987,193,7065,186776.0,v1,7.0,0.0
2020-08-19,Campania,51,2,618,440,565,5403,369227.0,v1,56.0,0.0
2020-08-19,Basilicata,0,0,71,28,71,492,51628.0,v1,1.0,0.0
2020-08-19,PA Trento,2,1,44,405,41,5008,172703.0,v1,2.0,0.0
2020-08-19,Piemonte,81,3,931,4142,847,32169,543744.0,v1,42.0,1.0
2020-08-19,Emilia-Romagna,81,7,1795,4455,1707,30574,789983.0,v1,76.0,1.0
2020-08-19,Molise,0,0,51,23,51,503,30459.0,v1,7.0,0.0
2020-08-19,Toscana,20,5,746,1139,721,10925,479103.0,v1,40.0,0.0
2020-08-19,Liguria,23,1,343,1569,319,10531,215615.0,v1,30.0,0.0
2020-08-19,Lazio,229,6,1429,871,1194,9296,468319.0,v1,75.0,0.0
2020-08-19,Veneto,39,6,1661,2099,1616,21375,1403390.0,v1,59.0,1.0
2020-08-20,PA Bolzano,8,1,139,292,130,2832,125723.0,v1,21.0,0.0
2020-08-20,Calabria,11,1,151,97,139,1377,141046.0,v1,10.0,0.0
2020-08-20,Sicilia,41,8,790,286,741,3875,318852.0,v1,37.0,0.0
2020-08-20,Abruzzo,27,1,268,472,240,3581,144159.0,v1,4.0,0.0
2020-08-20,Campania,56,2,671,440,613,5456,371608.0,v1,53.0,0.0
2020-08-20,Molise,1,0,55,23,54,507,30677.0,v1,4.0,0.0
2020-08-20,Valle d'Aosta,1,0,11,146,10,1221,23753.0,v1,1.0,0.0
2020-08-20,Umbria,10,1,112,80,101,1580,138051.0,v1,17.0,0.0
2020-08-20,Lombardia,155,16,5423,16846,5252,97718,1446233.0,v1,154.0,2.0
2020-08-20,Emilia-Romagna,77,8,1816,4455,1731,30626,801167.0,v1,52.0,0.0
2020-08-20,Friuli Venezia Giulia,9,3,222,348,210,3547,296072.0,v1,14.0,0.0
2020-08-20,Toscana,24,5,801,1139,772,10984,483726.0,v1,59.0,0.0
2020-08-20,Basilicata,0,0,73,28,73,494,51958.0,v1,2.0,0.0
2020-08-20,Piemonte,83,3,977,4142,891,32221,548568.0,v1,52.0,0.0
2020-08-20,Lazio,238,6,1540,872,1296,9411,473898.0,v1,115.0,1.0
2020-08-20,Sardegna,12,0,171,134,159,1567,121352.0,v1,18.0,0.0
2020-08-20,PA Trento,2,1,44,405,41,5012,174424.0,v1,4.0,0.0
2020-08-20,Marche,14,1,217,987,202,7078,188355.0,v1,13.0,0.0
2020-08-20,Puglia,58,3,389,555,328,4935,276314.0,v1,20.0,0.0
2020-08-20,Veneto,35,7,1789,2100,1747,21534,1416684.0,v1,159.0,1.0
2020-08-20,Liguria,21,1,355,1571,333,10562,217976.0,v1,31.0,2.0
2020-08-21,Umbria,10,1,124,80,113,1602,139407.0,v1,22.0,0.0
2020-08-21,PA Bolzano,8,1,141,292,132,2837,127013.0,v1,5.0,0.0
2020-08-21,Molise,1,0,56,23,55,509,30886.0,v1,2.0,0.0
2020-08-21,Sicilia,45,8,828,286,775,3919,321981.0,v1,44.0,0.0
2020-08-21,Abruzzo,30,1,289,472,258,3604,145369.0,v1,23.0,0.0
2020-08-21,Friuli Venezia Giulia,9,2,243,348,232,3583,299230.0,v1,36.0,0.0
2020-08-21,Valle d'Aosta,1,0,11,146,10,1221,23832.0,v1,0.0,0.0
2020-08-21,Sardegna,13,0,213,134,200,1609,122296.0,v1,42.0,0.0
2020-08-21,Calabria,11,1,153,97,141,1379,142386.0,v1,2.0,0.0
2020-08-21,Lazio,248,6,1666,873,1412,9548,480482.0,v1,137.0,1.0
2020-08-21,Lombardia,149,17,5494,16852,5328,97892,1456936.0,v1,174.0,6.0
2020-08-21,Marche,13,1,232,987,218,7095,190441.0,v1,17.0,0.0
2020-08-21,Puglia,61,4,419,555,354,4970,279245.0,v1,35.0,0.0
2020-08-21,Basilicata,0,0,63,28,63,494,52418.0,v1,0.0,0.0
2020-08-21,PA Trento,3,1,41,405,37,5016,175169.0,v1,4.0,0.0
2020-08-21,Piemonte,85,4,1001,4142,912,32260,552333.0,v1,39.0,0.0
2020-08-21,Campania,66,2,735,440,667,5523,375083.0,v1,67.0,0.0
2020-08-21,Veneto,42,6,1865,2102,1817,21650,1429206.0,v1,116.0,2.0
2020-08-21,Toscana,28,5,878,1139,845,11063,487880.0,v1,79.0,0.0
2020-08-21,Liguria,19,1,365,1571,345,10583,219770.0,v1,21.0,0.0
2020-08-21,Emilia-Romagna,77,8,1861,4455,1776,30708,811229.0,v1,82.0,0.0
2020-08-22,Campania,55,1,792,440,736,5584,379352.0,v1,61.0,0.0
2020-08-22,Molise,1,0,57,23,56,510,31086.0,v1,1.0,0.0
2020-08-22,Sicilia,45,8,874,286,821,3967,324201.0,v1,48.0,0.0
2020-08-22,Abruzzo,32,1,313,472,280,3628,146579.0,v1,24.0,0.0
2020-08-22,Friuli Venezia Giulia,9,2,272,348,261,3616,302592.0,v1,33.0,0.0
2020-08-22,Valle d'Aosta,1,0,11,146,10,1221,23907.0,v1,0.0,0.0
2020-08-22,Sardegna,14,0,257,134,243,1653,123056.0,v1,44.0,0.0
2020-08-22,Umbria,12,1,142,80,129,1620,140785.0,v1,18.0,0.0
2020-08-22,Calabria,11,1,158,97,146,1390,143728.0,v1,11.0,0.0
2020-08-22,Toscana,30,6,928,1139,892,11116,492579.0,v1,53.0,0.0
2020-08-22,PA Bolzano,8,1,146,292,137,2856,128853.0,v1,19.0,0.0
2020-08-22,Piemonte,80,4,1031,4143,947,32301,555594.0,v1,41.0,1.0
2020-08-22,Lombardia,148,14,5576,16852,5414,98077,1469893.0,v1,185.0,0.0
2020-08-22,Puglia,62,4,436,555,370,4992,281824.0,v1,22.0,0.0
2020-08-22,Lazio,265,6,1870,873,1599,9763,488274.0,v1,215.0,0.0
2020-08-22,Basilicata,0,0,66,28,66,497,52817.0,v1,3.0,0.0
2020-08-22,PA Trento,3,1,40,405,36,5025,177685.0,v1,9.0,0.0
2020-08-22,Veneto,44,4,1992,2104,1944,21810,1443092.0,v1,160.0,2.0
2020-08-22,Emilia-Romagna,75,8,1925,4455,1842,30788,820652.0,v1,80.0,0.0
2020-08-22,Liguria,18,1,375,1571,356,10617,221618.0,v1,34.0,0.0
2020-08-22,Marche,11,1,242,987,230,7105,192099.0,v1,10.0,0.0
2020-08-23,Molise,1,0,58,23,57,511,31245.0,v1,1.0,0.0
2020-08-23,Campania,61,2,925,441,862,5722,383487.0,v1,138.0,1.0
2020-08-23,Lazio,286,6,2027,874,1735,9947,496648.0,v1,184.0,1.0
2020-08-23,Liguria,18,1,398,1571,379,10645,223155.0,v1,28.0,0.0
2020-08-23,Abruzzo,31,1,332,472,300,3648,147963.0,v1,20.0,0.0
2020-08-23,Toscana,35,7,980,1139,938,11175,496708.0,v1,59.0,0.0
2020-08-23,Veneto,43,4,1989,2104,1942,21955,1453684.0,v1,145.0,0.0
2020-08-23,Marche,12,1,245,987,232,7110,193716.0,v1,5.0,0.0
2020-08-23,Puglia,68,4,467,555,395,5025,283415.0,v1,33.0,0.0
2020-08-23,Basilicata,1,0,71,28,70,502,52822.0,v1,5.0,0.0
2020-08-23,Valle d'Aosta,1,0,11,146,10,1221,24082.0,v1,0.0,0.0
2020-08-23,Umbria,11,1,160,80,148,1639,141947.0,v1,19.0,0.0
2020-08-23,PA Bolzano,8,1,157,292,148,2869,129908.0,v1,13.0,0.0
2020-08-23,Friuli Venezia Giulia,10,2,291,348,279,3640,305157.0,v1,24.0,0.0
