REPORT DATE,Regione,Ricoverati con sintomi,Terapia intensiva,Totale attualmente positivi,DECEDUTI,Isolamento domiciliare,CASI TOTALI - A,Totale tamponi effettuati,SCHEMA VERSION
2020-08-19,Calabria,10,1,150,97,139,1367,139594,v1
2020-08-19,Valle d'Aosta,1,0,10,146,9,1220,23634,v1
2020-08-19,Puglia,52,3,370,555,315,4915,273632,v1
2020-08-19,Umbria,9,2,95,80,84,1563,136524,v1
2020-08-20,PA Trento,2,1,44,405,41,5012,174424,v1
2020-08-20,Basilicata,0,0,73,28,73,494,51958,v1
2020-08-20,Piemonte,83,3,977,4142,891,32221,548568,v1
2020-08-20,Lazio,238,6,1540,872,1296,9411,473898,v1
2020-08-20,Sardegna,12,0,171,134,159,1567,121352,v1
2020-08-20,Liguria,21,1,355,1571,333,10562,217976,v1
2020-08-20,Marche,14,1,217,987,202,7078,188355,v1
2020-08-20,Puglia,58,3,389,555,328,4935,276314,v1
2020-08-20,Veneto,35,7,1789,2100,1747,21534,1416684,v1
2020-08-20,Toscana,24,5,801,1139,772,10984,483726,v1
2020-08-20,Friuli Venezia Giulia,9,3,222,348,210,3547,296072,v1
2020-08-20,Emilia-Romagna,77,8,1816,4455,1731,30626,801167,v1
2020-08-20,PA Bolzano,8,1,139,292,130,2832,125723,v1
2020-08-20,Lombardia,155,16,5423,16846,5252,97718,1446233,v1
2020-08-20,Umbria,10,1,112,80,101,1580,138051,v1
2020-08-20,Valle d'Aosta,1,0,11,146,10,1221,23753,v1
2020-08-20,Molise,1,0,55,23,54,507,30677,v1
2020-08-20,Campania,56,2,671,440,613,5456,371608,v1
2020-08-20,Abruzzo,27,1,268,472,240,3581,144159,v1
2020-08-20,Sicilia,41,8,790,286,741,3875,318852,v1
2020-08-20,Calabria,11,1,151,97,139,1377,141046,v1
2020-08-21,Puglia,61,4,419,555,354,4970,279245,v1
2020-08-21,Basilicata,0,0,63,28,63,494,52418,v1
2020-08-21,PA Trento,3,1,41,405,37,5016,175169,v1
2020-08-21,Piemonte,85,4,1001,4142,912,32260,552333,v1
2020-08-21,Emilia-Romagna,77,8,1861,4455,1776,30708,811229,v1
2020-08-21,Veneto,42,6,1865,2102,1817,21650,1429206,v1
2020-08-21,Toscana,28,5,878,1139,845,11063,487880,v1
2020-08-21,Liguria,19,1,365,1571,345,10583,219770,v1
2020-08-21,Marche,13,1,232,987,218,7095,190441,v1
2020-08-21,Campania,66,2,735,440,667,5523,375083,v1
2020-08-21,Lazio,248,6,1666,873,1412,9548,480482,v1
2020-08-21,Umbria,10,1,124,80,113,1602,139407,v1
2020-08-21,Calabria,11,1,153,97,141,1379,142386,v1
2020-08-21,Sardegna,13,0,213,134,200,1609,122296,v1
2020-08-21,Valle d'Aosta,1,0,11,146,10,1221,23832,v1
2020-08-21,Friuli Venezia Giulia,9,2,243,348,232,3583,299230,v1
2020-08-21,Abruzzo,30,1,289,472,258,3604,145369,v1
2020-08-21,Sicilia,45,8,828,286,775,3919,321981,v1
2020-08-21,Molise,1,0,56,23,55,509,30886,v1
2020-08-21,PA Bolzano,8,1,141,292,132,2837,127013,v1
2020-08-21,Lombardia,149,17,5494,16852,5328,97892,1456936,v1
2020-08-22,Lombardia,148,14,5576,16852,5414,98077,1469893,v1
2020-08-22,Puglia,62,4,436,555,370,4992,281824,v1
2020-08-22,Lazio,265,6,1870,873,1599,9763,488274,v1
2020-08-22,Basilicata,0,0,66,28,66,497,52817,v1
2020-08-22,Marche,11,1,242,987,230,7105,192099,v1
2020-08-22,Veneto,44,4,1992,2104,1944,21810,1443092,v1
2020-08-22,Emilia-Romagna,75,8,1925,4455,1842,30788,820652,v1
2020-08-22,Liguria,18,1,375,1571,356,10617,221618,v1
2020-08-22,Piemonte,80,4,1031,4143,947,32301,555594,v1
2020-08-22,PA Trento,3,1,40,405,36,5025,177685,v1
2020-08-22,Toscana,30,6,928,1139,892,11116,492579,v1
2020-08-22,Campania,55,1,792,440,736,5584,379352,v1
2020-08-22,Calabria,11,1,158,97,146,1390,143728,v1
2020-08-22,Umbria,12,1,142,80,129,1620,140785,v1
2020-08-22,Sardegna,14,0,257,134,243,1653,123056,v1
2020-08-22,Valle d'Aosta,1,0,11,146,10,1221,23907,v1
2020-08-22,Friuli Venezia Giulia,9,2,272,348,261,3616,302592,v1
2020-08-22,Abruzzo,32,1,313,472,280,3628,146579,v1
2020-08-22,Sicilia,45,8,874,286,821,3967,324201,v1
2020-08-22,Molise,1,0,57,23,56,510,31086,v1
2020-08-22,PA Bolzano,8,1,146,292,137,2856,128853,v1
2020-08-23,PA Trento,3,1,43,405,39,5028,178747,v1
2020-08-23,Calabria,11,1,166,97,154,1398,144912,v1
2020-08-23,Lombardia,148,14,5782,16856,5620,98316,1483556,v1
2020-08-23,Piemonte,78,5,1061,4143,978,32343,558919,v1
2020-08-23,Sicilia,50,10,903,286,843,4002,326347,v1
2020-08-23,Sardegna,18,0,338,134,320,1734,124137,v1
2020-08-23,Friuli Venezia Giulia,10,2,291,348,279,3640,305157,v1
2020-08-23,PA Bolzano,8,1,157,292,148,2869,129908,v1
2020-08-23,Umbria,11,1,160,80,148,1639,141947,v1
2020-08-23,Emilia-Romagna,77,8,2034,4456,1949,30915,827082,v1
2020-08-23,Valle d'Aosta,1,0,11,146,10,1221,24082,v1
2020-08-23,Molise,1,0,58,23,57,511,31245,v1
2020-08-23,Puglia,68,4,467,555,395,5025,283415,v1
2020-08-23,Marche,12,1,245,987,232,7110,193716,v1
2020-08-23,Veneto,43,4,1989,2104,1942,21955,1453684,v1
2020-08-23,Toscana,35,7,980,1139,938,11175,496708,v1
2020-08-23,Abruzzo,31,1,332,472,300,3648,147963,v1
2020-08-23,Liguria,18,1,398,1571,379,10645,223155,v1
2020-08-23,Lazio,286,6,2027,874,1735,9947,496648,v1
2020-08-23,Campania,61,2,925,441,862,5722,383487,v1
2020-08-23,Basilicata,1,0,71,28,70,502,52822,v1
2020-08-24,Sicilia,54,9,947,286,884,4067,327815,v1
2020-08-24,Abruzzo,34,1,336,472,301,3652,148149,v1
2020-08-24,Liguria,22,0,401,1571,379,10671,224194,v1
2020-08-24,Valle d'Aosta,1,0,11,146,10,1221,24123,v1
2020-08-24,Sardegna,18,0,429,134,411,1825,125231,v1
2020-08-24,Umbria,12,1,170,80,157,1650,142579,v1
2020-08-24,Calabria,13,1,167,97,153,1400,146186,v1
2020-08-24,PA Trento,3,1,44,405,40,5029,178894,v1
2020-08-24,Lombardia,153,15,5864,16857,5696,98426,1491278,v1
2020-08-24,Friuli Venezia Giulia,11,2,291,348,278,3642,306058,v1
2020-08-24,PA Bolzano,8,1,172,292,163,2884,130517,v1
2020-08-24,Basilicata,2,0,70,28,68,502,53100,v1
2020-08-24,Marche,13,0,243,987,230,7113,194430,v1
2020-08-24,Molise,2,0,56,23,54,511,31404,v1
2020-08-24,Puglia,81,4,505,555,420,5070,284483,v1
2020-08-24,Piemonte,83,5,1095,4143,1007,32383,560823,v1
2020-08-24,Campania,72,2,1041,441,967,5838,386619,v1
2020-08-24,Veneto,43,4,2048,2104,2001,22071,1463152,v1
2020-08-24,Toscana,39,5,1015,1139,971,11219,499767,v1
2020-08-24,Lazio,299,6,2151,875,1846,10093,502648,v1
2020-08-24,Emilia-Romagna,82,8,2139,4458,2049,31031,832101,v1
2020-08-25,PA Bolzano,8,1,177,292,168,2893,131107,v1
2020-08-25,Valle d'Aosta,1,0,13,146,12,1223,24230,v1
2020-08-25,Molise,2,0,56,23,54,511,31510,v1
2020-08-25,Liguria,24,0,413,1571,389,10683,225756,v1
2020-08-25,Puglia,88,4,548,555,456,5119,287755,v1
2020-08-25,Piemonte,79,6,1142,4143,1057,32440,564368,v1
2020-08-25,Emilia-Romagna,90,5,2189,4458,2094,31094,843153,v1
2020-08-25,Veneto,46,5,2119,2107,2068,22190,1476308,v1
2020-08-25,Toscana,41,5,1039,1139,993,11253,503641,v1
2020-08-25,Lazio,281,6,2284,875,1997,10236,511984,v1
2020-08-25,Campania,76,3,1164,442,1085,5976,390239,v1
2020-08-25,PA Trento,4,1,47,405,42,5032,179424,v1
2020-08-25,Marche,14,0,248,987,234,7124,195794,v1
2020-08-25,Sicilia,53,10,947,286,884,4091,330449,v1
2020-08-25,Abruzzo,33,1,342,472,308,3662,148901,v1
2020-08-25,Friuli Venezia Giulia,13,2,298,348,283,3651,307466,v1
2020-08-25,Basilicata,2,0,73,28,71,505,53602,v1
2020-08-25,Sardegna,19,0,463,134,444,1859,126815,v1
2020-08-25,Umbria,12,1,195,80,182,1679,144589,v1
2020-08-25,Calabria,14,1,170,97,155,1408,147644,v1
2020-08-25,Lombardia,158,15,5787,16857,5614,98545,1501157,v1
2020-08-26,Basilicata,2,0,74,28,72,508,54141,v1
2020-08-26,Molise,3,0,65,23,62,520,31860,v1
2020-08-26,Sicilia,59,10,980,286,911,4124,333802,v1
2020-08-26,Piemonte,83,6,1208,4144,1119,32515,569913,v1
2020-08-26,Emilia-Romagna,92,6,2301,4458,2203,31214,853910,v1
2020-08-26,Veneto,46,6,2158,2116,2106,22337,1492410,v1
2020-08-26,Toscana,43,6,1191,1140,1142,11414,509725,v1
2020-08-26,Liguria,23,0,440,1571,417,10724,228099,v1
2020-08-26,Lazio,263,6,2412,876,2143,10398,520992,v1
2020-08-26,Campania,75,3,1295,443,1217,6111,393265,v1
2020-08-26,Abruzzo,34,1,366,472,331,3687,150149,v1
2020-08-26,Puglia,94,4,597,555,499,5170,291265,v1
2020-08-26,Marche,9,0,241,987,232,7133,197179,v1
2020-08-26,Friuli Venezia Giulia,14,0,321,348,307,3684,312975,v1
2020-08-26,Lombardia,158,17,5969,16857,5794,98814,1517718,v1
2020-08-26,Valle d'Aosta,0,0,12,146,12,1223,24438,v1
2020-08-26,PA Trento,4,1,47,405,42,5039,181322,v1
2020-08-26,Umbria,11,1,212,80,200,1699,146429,v1
2020-08-26,Sardegna,20,1,513,134,492,1912,128423,v1
2020-08-26,PA Bolzano,8,1,178,292,169,2898,132538,v1
2020-08-26,Calabria,14,0,173,97,159,1416,148868,v1
2020-08-27,Lazio,268,6,2555,877,2281,10550,531582,v1
2020-08-27,Lombardia,173,14,6225,16857,6038,99100,1535682,v1
2020-08-27,Umbria,12,1,222,80,209,1719,147895,v1
2020-08-27,Sicilia,62,10,1019,286,947,4174,337874,v1
2020-08-27,Friuli Venezia Giulia,13,0,335,348,322,3709,316478,v1
2020-08-27,PA Bolzano,8,1,185,292,176,2907,133436,v1
2020-08-27,Sardegna,24,2,568,134,542,1967,130052,v1
2020-08-27,Abruzzo,37,1,381,472,343,3705,151723,v1
2020-08-27,Calabria,14,0,179,97,165,1422,150472,v1
2020-08-27,Valle d'Aosta,0,0,13,146,13,1224,24538,v1
2020-08-27,Campania,108,4,1423,445,1311,6241,396896,v1
2020-08-27,Toscana,43,5,1273,1140,1225,11513,515879,v1
2020-08-27,Molise,3,0,66,23,63,521,32450,v1
2020-08-27,Liguria,26,0,458,1571,432,10761,230312,v1
2020-08-27,Basilicata,2,0,80,28,78,514,54695,v1
2020-08-27,Emilia-Romagna,93,8,2467,4458,2366,31385,864232,v1
2020-08-27,PA Trento,4,1,61,405,56,5054,182673,v1
2020-08-27,Puglia,97,3,637,556,537,5217,294426,v1
2020-08-27,Veneto,58,5,2221,2117,2158,22469,1507987,v1
2020-08-27,Marche,8,0,283,987,275,7194,199348,v1
2020-08-27,Piemonte,78,6,1281,4144,1197,32603,574815,v1
2020-08-28,Friuli Venezia Giulia,13,0,347,348,334,3728,318708,v1
2020-08-28,Basilicata,1,1,83,28,81,518,55308,v1
2020-08-28,PA Trento,6,1,74,405,67,5070,184063,v1
2020-08-28,Valle d'Aosta,1,0,15,146,14,1226,24628,v1
2020-08-28,Calabria,14,0,189,97,175,1432,152010,v1
2020-08-28,Umbria,12,0,229,80,217,1741,149916,v1
2020-08-28,Sardegna,23,2,622,134,597,2022,131604,v1
2020-08-28,PA Bolzano,8,1,189,292,180,2915,134717,v1
2020-08-28,Abruzzo,39,1,383,472,343,3725,153133,v1
2020-08-28,Puglia,104,5,684,556,575,5268,297585,v1
2020-08-28,Molise,3,0,67,23,64,522,32919,v1
2020-08-28,Lombardia,172,17,6454,16860,6265,99416,1555403,v1
2020-08-28,Campania,121,5,1596,445,1470,6424,402390,v1
2020-08-28,Piemonte,82,6,1346,4145,1258,32694,579034,v1
2020-08-28,Sicilia,69,9,1058,286,980,4228,341110,v1
2020-08-28,Emilia-Romagna,94,9,2621,4459,2518,31547,874312,v1
2020-08-28,Liguria,28,0,469,1571,441,10807,232350,v1
2020-08-28,Toscana,47,4,1349,1141,1298,11595,521946,v1
2020-08-28,Lazio,283,6,2716,878,2427,10716,545595,v1
2020-08-28,Marche,8,1,291,987,282,7211,200877,v1
2020-08-28,Veneto,50,6,2253,2119,2197,22604,1522902,v1
2020-08-29,Lombardia,185,18,6645,16860,6442,99705,1574104,v1
2020-08-29,Lazio,293,8,2882,878,2581,10887,558605,v1
2020-08-29,Piemonte,81,5,1383,4145,1297,32784,582786,v1
2020-08-29,Puglia,112,5,748,556,631,5333,300338,v1
2020-08-29,Veneto,54,6,2345,2120,2285,22755,1540353,v1
2020-08-29,Marche,10,1,296,987,285,7223,202668,v1
2020-08-29,Molise,3,0,69,23,66,524,33077,v1
2020-08-29,PA Trento,3,1,84,405,80,5084,185428,v1
2020-08-29,Campania,72,2,1771,445,1697,6612,406749,v1
2020-08-29,Valle d'Aosta,1,0,19,146,18,1230,24678,v1
2020-08-29,Emilia-Romagna,98,10,2769,4459,2661,31696,884399,v1
2020-08-29,Calabria,17,0,198,97,181,1443,153540,v1
2020-08-29,Sardegna,24,2,691,134,665,2092,133400,v1
2020-08-29,PA Bolzano,8,2,190,292,180,2924,136144,v1
2020-08-29,Friuli Venezia Giulia,15,0,348,348,333,3748,323840,v1
2020-08-29,Sicilia,70,10,1084,286,1004,4257,343982,v1
2020-08-29,Umbria,11,1,238,80,226,1753,152004,v1
2020-08-29,Basilicata,1,1,87,28,85,523,56000,v1
2020-08-29,Toscana,44,5,1421,1141,1372,11687,528647,v1
2020-08-29,Liguria,29,1,493,1571,463,10854,234286,v1
2020-08-29,Abruzzo,37,1,395,472,357,3739,154590,v1
2020-08-30,Sicilia,68,10,1114,286,1036,4291,346347,v1
2020-08-30,Liguria,32,1,509,1571,476,10907,236042,v1
2020-08-30,PA Bolzano,8,2,190,292,180,2932,137117,v1
2020-08-30,Sardegna,28,3,712,134,681,2114,134534,v1
2020-08-30,Lombardia,194,20,6829,16863,6615,99940,1586967,v1
2020-08-30,Calabria,17,0,232,97,215,1477,154919,v1
2020-08-30,Valle d'Aosta,2,0,23,146,21,1232,24783,v1
2020-08-30,PA Trento,3,1,87,405,83,5092,186481,v1
2020-08-30,Campania,110,4,2025,445,1911,6882,413478,v1
2020-08-30,Umbria,10,1,262,80,251,1784,153666,v1
2020-08-30,Molise,3,0,70,23,67,525,33383,v1
2020-08-30,Abruzzo,37,1,429,472,391,3773,156774,v1
2020-08-30,Lazio,310,7,3035,878,2718,11043,571389,v1
2020-08-30,Toscana,48,5,1503,1141,1450,11785,535080,v1
2020-08-30,Veneto,52,7,2345,2120,2286,22864,1547538,v1
2020-08-30,Emilia-Romagna,99,11,2868,4459,2758,31805,893601,v1
2020-08-30,Friuli Venezia Giulia,15,1,360,348,344,3764,325275,v1
2020-08-30,Basilicata,1,1,88,28,86,524,56001,v1
2020-08-30,Piemonte,85,5,1405,4146,1315,32844,585831,v1
2020-08-30,Puglia,117,5,817,556,695,5402,303046,v1
2020-08-30,Marche,12,1,302,987,289,7238,204089,v1
2020-08-31,Veneto,51,8,2387,2120,2328,22929,1554195,v1
2020-08-31,Toscana,52,8,1574,1141,1514,11858,539518,v1
2020-08-31,Piemonte,98,7,1432,4146,1327,32881,587908,v1
2020-08-31,Lazio,328,7,3174,878,2839,11191,584482,v1
2020-08-31,Marche,13,1,298,987,284,7240,204808,v1
2020-08-31,Campania,95,1,2210,445,2114,7066,419261,v1
2020-08-31,Emilia-Romagna,106,9,2977,4463,2862,31922,899733,v1
2020-08-31,Valle d'Aosta,2,0,31,146,29,1241,24893,v1
2020-08-31,Molise,3,0,70,23,67,525,33593,v1
2020-08-31,Abruzzo,35,1,427,472,391,3777,157035,v1
2020-08-31,Liguria,38,1,541,1571,502,10951,237402,v1
2020-08-31,Sicilia,70,10,1125,286,1045,4317,347662,v1
2020-08-31,Calabria,21,0,245,97,224,1491,155845,v1
2020-08-31,Puglia,116,7,844,556,721,5440,305020,v1
2020-08-31,Lombardia,195,22,6952,16865,6735,100075,1596833,v1
2020-08-31,Basilicata,1,1,88,28,86,524,56277,v1
2020-08-31,Umbria,10,2,268,80,256,1793,154171,v1
2020-08-31,Friuli Venezia Giulia,13,2,365,348,350,3769,325992,v1
2020-08-31,PA Bolzano,8,2,190,292,180,2935,138021,v1
2020-08-31,PA Trento,5,1,91,405,85,5096,186593,v1
2020-08-31,Sardegna,28,4,789,134,757,2193,135617,v1
2020-09-01,Liguria,39,5,560,1571,516,10970,239123,v1
2020-09-01,Basilicata,1,1,88,28,86,524,56739,v1
2020-09-01,Lombardia,212,21,7082,16867,6849,100317,1613033,v1
2020-09-01,Sicilia,71,10,1152,287,1071,4350,351872,v1
2020-09-01,Friuli Venezia Giulia,12,2,377,348,363,3786,328814,v1
2020-09-01,PA Bolzano,8,2,201,292,191,2948,138640,v1
2020-09-01,Umbria,9,2,278,80,267,1803,156422,v1
2020-09-01,Abruzzo,29,1,406,472,376,3780,157881,v1
2020-09-01,Valle d'Aosta,3,0,30,146,27,1241,25057,v1
2020-09-01,Calabria,22,0,266,97,244,1513,157402,v1
2020-09-01,PA Trento,4,1,92,405,87,5099,187288,v1
2020-09-01,Sardegna,31,6,837,134,800,2243,137366,v1
2020-09-01,Marche,14,1,309,987,294,7256,206570,v1
2020-09-01,Lazio,336,8,3285,878,2941,11316,594552,v1
2020-09-01,Toscana,53,9,1581,1142,1519,11898,544447,v1
2020-09-01,Veneto,69,9,2460,2122,2382,23026,1560793,v1
2020-09-01,Emilia-Romagna,106,9,3061,4463,2946,32021,910497,v1
2020-09-01,Piemonte,92,7,1464,4146,1365,32923,591905,v1
2020-09-01,Puglia,123,7,860,557,730,5479,308671,v1
2020-09-01,Campania,143,6,2292,446,2143,7168,425098,v1
2020-09-01,Molise,3,0,73,23,70,528,33739,v1
2020-09-02,Friuli Venezia Giulia,11,3,387,349,373,3806,332115,v1
2020-09-02,Molise,3,0,73,23,70,528,34047,v1
2020-09-02,Lombardia,220,22,7278,16869,7036,100554,1630115,v1
2020-09-02,Sardegna,32,5,909,135,872,2316,139273,v1
2020-09-02,Umbria,8,2,298,80,288,1830,158956,v1
2020-09-02,Liguria,38,6,607,1571,563,11017,241801,v1
2020-09-02,PA Bolzano,8,2,206,292,196,2958,139688,v1
2020-09-02,Valle d'Aosta,3,0,32,146,29,1243,25209,v1
2020-09-02,Abruzzo,30,1,430,472,399,3804,159429,v1
2020-09-02,PA Trento,4,1,123,405,118,5132,188091,v1
2020-09-02,Marche,14,1,320,987,305,7273,207827,v1
2020-09-02,Campania,163,4,2402,446,2235,7285,430232,v1
2020-09-02,Sicilia,76,12,1227,287,1139,4433,357499,v1
2020-09-02,Veneto,70,9,2556,2123,2477,23189,1578602,v1
2020-09-02,Lazio,343,9,3407,878,3055,11446,605096,v1
2020-09-02,Toscana,58,8,1636,1142,1570,11967,552076,v1
2020-09-02,Calabria,21,0,290,97,269,1545,159174,v1
2020-09-02,Basilicata,1,1,90,28,88,526,57324,v1
2020-09-02,Piemonte,90,7,1521,4147,1424,32989,597168,v1
2020-09-02,Puglia,140,6,922,557,776,5546,312954,v1
2020-09-02,Emilia-Romagna,104,10,3103,4463,2989,32128,922192,v1
2020-09-03,Lazio,351,9,3544,879,3184,11600,616425,v1
2020-09-03,Marche,13,1,335,988,321,7294,209592,v1
2020-09-03,Liguria,39,7,627,1572,581,11039,244415,v1
2020-09-03,Campania,185,4,2580,446,2391,7478,436399,v1
2020-09-03,Friuli Venezia Giulia,12,3,402,349,387,3831,335163,v1
2020-09-03,Molise,3,0,75,23,72,530,34390,v1
2020-09-03,Basilicata,2,1,105,28,102,541,58050,v1
2020-09-03,Veneto,71,12,2614,2123,2531,23304,1592039,v1
2020-09-03,Sicilia,81,12,1252,288,1159,4487,360966,v1
2020-09-03,Toscana,63,7,1731,1143,1661,12080,560036,v1
2020-09-03,Sardegna,35,6,946,135,905,2355,141041,v1
2020-09-03,Emilia-Romagna,108,11,3185,4463,3066,32246,932435,v1
2020-09-03,Piemonte,92,7,1586,4148,1487,33064,601368,v1
2020-09-03,Valle d'Aosta,3,0,36,146,33,1247,25341,v1
2020-09-03,Umbria,10,2,302,80,290,1839,160064,v1
2020-09-03,Calabria,20,1,294,97,273,1558,160804,v1
2020-09-03,Puglia,148,6,986,560,832,5624,316840,v1
2020-09-03,Lombardia,225,27,7445,16870,7193,100782,1644192,v1
2020-09-03,Abruzzo,33,1,454,472,420,3828,160980,v1
2020-09-03,PA Bolzano,8,2,206,292,196,2962,140710,v1
2020-09-03,PA Trento,3,1,210,405,206,5223,190408,v1
2020-09-04,Valle d'Aosta,2,0,35,146,33,1249,25417,v1
2020-09-04,PA Bolzano,8,2,209,292,199,2973,141647,v1
2020-09-04,Umbria,11,3,327,80,313,1874,162240,v1
2020-09-04,Friuli Venezia Giulia,11,4,412,349,397,3854,338607,v1
2020-09-04,PA Trento,7,0,230,405,223,5246,192333,v1
2020-09-04,Basilicata,3,1,108,28,104,548,58690,v1
2020-09-04,Campania,196,5,2731,447,2530,7649,442610,v1
2020-09-04,Calabria,19,1,313,97,293,1577,162488,v1
2020-09-04,Lombardia,244,26,7669,16876,7399,101119,1671516,v1
2020-09-04,Sicilia,87,11,1284,288,1186,4565,365207,v1
2020-09-04,Abruzzo,32,1,471,472,438,3853,162483,v1
2020-09-04,Veneto,79,10,2780,2126,2691,23577,1611553,v1
2020-09-04,Marche,12,1,341,988,328,7311,211130,v1
2020-09-04,Liguria,48,6,673,1572,619,11086,246584,v1
2020-09-04,Emilia-Romagna,114,13,3189,4463,3062,32371,942445,v1
2020-09-04,Molise,3,0,78,23,75,534,34595,v1
2020-09-04,Puglia,150,7,1086,560,929,5741,320159,v1
2020-09-04,Toscana,67,8,1817,1143,1742,12179,567766,v1
2020-09-04,Lazio,363,9,3688,879,3316,11771,628169,v1
2020-09-04,Piemonte,110,7,1648,4149,1531,33146,605811,v1
2020-09-04,Sardegna,41,6,1010,135,963,2421,143293,v1
2020-09-05,Campania,207,6,2844,448,2631,7768,449451,v1
2020-09-05,Lazio,344,11,3807,880,3452,11929,639909,v1
2020-09-05,Liguria,54,7,707,1573,646,11181,249281,v1
2020-09-05,Abruzzo,32,2,483,472,449,3865,164140,v1
2020-09-05,Friuli Venezia Giulia,15,3,445,349,427,3903,341393,v1
2020-09-05,Sicilia,88,12,1343,289,1243,4679,370480,v1
2020-09-05,Basilicata,3,1,115,28,111,555,59354,v1
2020-09-05,PA Trento,6,0,276,405,270,5299,194041,v1
2020-09-05,Marche,13,1,369,988,355,7343,212769,v1
2020-09-05,Calabria,20,0,325,98,305,1596,164442,v1
2020-09-05,PA Bolzano,8,2,218,292,208,2996,143127,v1
2020-09-05,Veneto,79,9,2877,2130,2789,23765,1627493,v1
2020-09-05,Toscana,69,8,1889,1143,1812,12292,576120,v1
2020-09-05,Emilia-Romagna,122,12,3251,4464,3117,32505,952511,v1
2020-09-05,Piemonte,106,7,1685,4150,1572,33200,609316,v1
2020-09-05,Puglia,148,7,1122,562,967,5796,323322,v1
2020-09-05,Molise,3,0,75,23,72,534,34939,v1
2020-09-05,Valle d'Aosta,1,0,34,146,33,1249,25492,v1
2020-09-05,Umbria,13,2,337,81,322,1890,164208,v1
2020-09-05,Sardegna,44,8,1070,136,1018,2486,145688,v1
2020-09-05,Lombardia,245,23,7922,16877,7654,101507,1694925,v1
2020-09-06,Friuli Venezia Giulia,15,4,459,349,440,3923,342676,v1
2020-09-06,Calabria,25,0,349,98,324,1623,165950,v1
2020-09-06,Abruzzo,32,2,509,472,475,3891,165666,v1
2020-09-06,PA Bolzano,8,2,218,292,208,3003,143681,v1
2020-09-06,Basilicata,4,1,123,28,118,564,59798,v1
2020-09-06,Valle d'Aosta,1,0,34,146,33,1249,25578,v1
2020-09-06,Lombardia,248,25,8031,16880,7758,101705,1707042,v1
2020-09-06,Marche,14,1,385,988,370,7363,214110,v1
2020-09-06,PA Trento,5,0,298,405,293,5332,195479,v1
2020-09-06,Umbria,13,2,356,81,341,1915,165458,v1
2020-09-06,Sardegna,45,8,1085,136,1032,2505,146863,v1
2020-09-06,Lazio,355,10,3913,881,3548,12051,650695,v1
2020-09-06,Molise,3,0,77,23,74,536,35199,v1
2020-09-06,Puglia,155,7,1167,563,1005,5856,326680,v1
2020-09-06,Toscana,77,8,1994,1143,1909,12414,583923,v1
2020-09-06,Veneto,79,12,2939,2130,2848,23944,1636958,v1
2020-09-06,Sicilia,86,13,1334,289,1235,4716,372801,v1
2020-09-06,Piemonte,111,8,1727,4150,1608,33256,612212,v1
2020-09-06,Liguria,62,9,768,1575,697,11292,250867,v1
2020-09-06,Emilia-Romagna,124,14,3370,4464,3232,32628,962743,v1
2020-09-06,Campania,221,7,2942,448,2714,7868,454878,v1
2020-09-07,Liguria,67,10,823,1577,746,11351,251611,v1
2020-09-07,Marche,16,1,387,988,370,7369,214746,v1
2020-09-07,PA Bolzano,8,2,215,292,205,3003,144481,v1
2020-09-07,Puglia,167,6,1197,565,1024,5899,328329,v1
2020-09-07,Toscana,77,9,2070,1144,1984,12499,589018,v1
2020-09-07,Emilia-Romagna,119,18,3493,4464,3356,32760,968146,v1
2020-09-07,Veneto,85,13,2943,2130,2845,24013,1642047,v1
2020-09-07,Lazio,359,9,4035,881,3667,12210,659927,v1
2020-09-07,Piemonte,105,8,1752,4151,1639,33293,614762,v1
2020-09-07,Campania,223,7,3190,448,2960,8128,459140,v1
2020-09-07,Friuli Venezia Giulia,16,4,462,349,442,3934,344376,v1
2020-09-07,Molise,3,0,86,23,83,545,35376,v1
2020-09-07,Calabria,29,1,355,98,325,1640,166570,v1
2020-09-07,Basilicata,4,1,119,28,114,565,59870,v1
2020-09-07,Lombardia,242,26,8110,16886,7842,101814,1716130,v1
2020-09-07,Valle d'Aosta,1,0,34,146,33,1249,25724,v1
2020-09-07,Sardegna,46,10,1142,136,1086,2564,148018,v1
2020-09-07,Abruzzo,31,2,520,472,487,3906,166611,v1
2020-09-07,PA Trento,5,0,315,405,310,5349,195801,v1
2020-09-07,Sicilia,101,13,1379,289,1265,4765,375134,v1
2020-09-07,Umbria,15,2,366,81,349,1928,165993,v1
2020-09-08,Valle d'Aosta,2,0,39,146,37,1254,25858,v1
2020-09-08,Sardegna,48,10,1193,136,1135,2615,149370,v1
2020-09-08,Lombardia,248,27,8221,16888,7946,102085,1736911,v1
2020-09-08,Abruzzo,34,2,523,472,487,3919,167478,v1
2020-09-08,Emilia-Romagna,130,16,3532,4465,3386,32854,980632,v1
2020-09-08,Sicilia,104,13,1454,289,1337,4849,380348,v1
2020-09-08,Marche,16,1,397,988,380,7384,215962,v1
2020-09-08,Friuli Venezia Giulia,18,4,473,349,451,3946,346024,v1
2020-09-08,PA Trento,6,0,317,405,311,5352,196394,v1
2020-09-08,PA Bolzano,8,0,218,292,210,3007,145373,v1
2020-09-08,Umbria,15,2,371,81,354,1935,168329,v1
2020-09-08,Toscana,74,9,2079,1145,1996,12558,594842,v1
2020-09-08,Molise,5,0,88,23,83,548,35531,v1
2020-09-08,Liguria,85,11,860,1578,764,11415,254193,v1
2020-09-08,Puglia,163,7,1321,567,1151,6042,331919,v1
